brand,name,desc,category,servingSize,servingSizeUnit,calories,fat,carbs,protein,Calories_100g,Total_Fat_100g,Carbohydrates_100g,Protein_100g
Panda Express,2 Veggie Spring Rolls,"2 Vegetable Spring Rolls w/ Cabbage, Celery, Carrots, Green Onions, Chinese Noodles & Crispy Wonton Wrapper, Appetizers",AppetizersSides,3.4,oz,190,8,27,3,197,8,28,3
Burger King,2 White Chocolate Macadamia Nut Cookies,"2 White Chocolate Macadamia Nut Cookies, Desserts",Desserts,76,g,340,18,44,4,447,24,58,5
Papa John's,2 Wings w/ BBQ Sauce,"2 Wings w/ BBQ Sauce, Papa's Wings & Poppers, Sides; Choice of: Dipping Sauce",AppetizersSides,79,g,190,12,6,12,241,15,8,15
Papa John's,2 Wings w/ Buffalo Sauce,"2 Wings w/ Buffalo Sauce, Papa's Wings & Poppers, Sides; Choice of: Dipping Sauce",AppetizersSides,79,g,170,13,3,12,215,16,4,15
Papa John's,2 Wings w/ Honey Chipotle Sauce,"2 Wings w/ Honey Chipotle Sauce, Papa's Wings & Poppers, Sides; Choice of: Dipping Sauce",AppetizersSides,79,g,190,12,8,12,241,15,10,15
Chili's,"2% Chocolate Milk, Kids","2% Chocolate Milk, Beverages, Bottomless, Kids",Beverages,,,290,7,45,11,,,,
Denny's,2% Milk,"2% Milk, Beverages",Beverages,15,oz,220,9,20,40,52,2,5,9
Zaxby's,2% Milk,"2% Milk, Milkshakes, 4 oz",ToppingsIngredients,4,oz,70,2.5,6,4,62,2,5,4
Wawa,"2% Milk, 1 Tbs","2% Milk, 1 Tbs, Self Serve Brewed Coffee, Self Serve Hot Beverages, Self Serve Iced Coffee",ToppingsIngredients,,,10,0,1,1,,,,
Wawa,"2% Milk, 16 oz","2% Milk, 16 oz, Milk, Packaged Wawa Beverages, Wawa Milk, Dairy",Beverages,16,oz,240,10,23,16,53,2,5,4
IHOP,"2% Milk, Kids","2% Milk, Kids, Made to Sip Beverages Milk, Hot Chocolate & Milk Shakes, Spring Fling 2017, 12 fl oz",Beverages,12,fl oz,150,6,15,10,44,2,4,3
Chili's,"2% Milk, Kids","2% Milk, Beverages, Bottomless, Kids",Beverages,,,180,7,18,12,,,,
Denny's,"2% Milk, Kids","2% Milk, Kids Beverages, 10 oz",Beverages,,,160,6,15,9,,,,
IHOP,"2% Milk, Large","2% Milk, Large, Made to Sip Beverages Milk, Hot Chocolate & Milk Shakes, Spring Fling 2017, 16 fl oz",Beverages,16,fl oz,220,9,21,14,49,2,5,3
IHOP,"2% Milk, Regular","2% Milk, Regular, Made to Sip Beverages Milk, Hot Chocolate & Milk Shakes, Spring Fling 2017, 10 fl oz",Beverages,10,fl oz,120,5,12,8,42,2,4,3
Perkins,"2% White Milk, Large","2% White Milk, Large, Beverages, Drinks",Beverages,564,g,340,13,34,23,60,2,6,4
Hardee's,2/3 lb Double Thickburger,"2/3 lb Double Thickburger on a Fresh Baked Bun w/ 2 1/3 lb Beef Patty, Tomato, Red Onion, Dill Pickles, Lettuce, Mayonnaise, Mustard & Ketchup, Thickburgers & Sandwiches",Burgers,467,g,1140,79,58,56,244,17,12,12
Hardee's,2/3 lb Monster Thickburger,"2/3 lb Monster Thickburger on a Bun w/ 2 1/3 lb Beef Patties, 4 Strips of Bacon, 3 Slices of American Cheese & Mayonnaise, Charbroiled Burgers",Burgers,399,g,1340,96,52,74,336,24,13,19
Checker's Drive-In/Rallys,20 Asian Kick Wings,"20 Asian Kick Wings, also called 20 Chicken Wings, Asian Kick, Chicken & Fish, Crazy Good Wings",AppetizersSides,,,1680,89,84,138,,,,
Hooters,20 Bacon Wrapped Wings,"20 Bacon Wrapped Wings, Wings; Choice of Adding: Dressing",AppetizersSides,,,2260,138,61,197,,,,
Ci Ci's Pizza,20 BBQ Wings,"20 BBQ Wings, Wings",AppetizersSides,2,oz,260,12,16,19,459,21,28,34
Zaxby's,20 Boneless Wings,"20 Boneless Wings, 8 Celery Sticks, 20 Boneless Wings, Wings & Fingerz",AppetizersSides,440,g,1170,53,96,76,266,12,22,17
Hooters,20 Boneless Wings,"20 Boneless Wings, Wings",AppetizersSides,,,920,41,45,93,,,,
Zaxby's,20 Boneless Wings w/ 8 Celery Sticks & Ranch Sauce,"20 Boneless Wings w/ 8 Celery Sticks & 2 Portion Cups Ranch Sauce, Wings & Fingerz",AppetizersSides,,,1580,95,103,78,,,,
Hooters,20 Breaded Wings,"20 Breaded Wings, Wings; Choice of Adding: Wing Sauce or Dressing",AppetizersSides,,,2730,172,149,148,,,,
Zaxby's,20 Buffalo Fingers w/ Ranch Sauce,"20 Buffalo Fingers w/ 4 Portion Cups Ranch Sauce & Celery w/out Sauce, Wings & Fingerz",Entrees,884,g,2370,158,61,179,268,18,7,20
Casey's General Store,20 Buffalo Wings,"20 Buffalo Wings, Lunch & Dinner",AppetizersSides,,,1110,80,40,55,,,,
Zaxby's,20 Buffalo Wings w/ Celery Sticks & Ranch Sauce,"20 Buffalo Wings w/ 8 Celery Sticks & 2 Portion Cups Ranch Sauce, Wings & Fingerz",AppetizersSides,652,g,1570,118,7,122,241,18,1,19
Zaxby's,20 Celery Sticks,"20 Celery Sticks, for Basket of Celery, Sides & Extras",AppetizersSides,180,g,20,0,5,1,11,0,3,1
Zaxby's,20 Chicken Fingers,"20 Chicken Fingers, Wings & Fingerz",Entrees,704,g,1560,73,52,175,222,10,7,25
Zaxby's,20 Chicken Fingerz w/ Zax Sauce,"20 Chicken Fingerz w/ 4 Portion Cups Zax Sauce, Wings & Fingerz",Entrees,876,g,2270,142,75,177,259,16,9,20
McDonald's,20 Chicken McNuggets,"20 Chicken McNuggets, Chicken & Sandwiches; Choice of Adding: Creamy Ranch Sauce, Habanero Ranch Sauce, Honey Mustard Sauce, Spicy Buffalo Sauce, Sweet N Sour Sauce, Tangy Barbeque Sauce & Honey",Entrees,,,890,53,53,49,,,,
Jack in the Box,20 Chicken Nuggets,"20 Chicken Nuggets, Chicken & More, Value Menu",Entrees,306,g,953,67,51,38,311,22,17,12
Burger King,20 Chicken Nuggets,"20 Chicken Nuggets, Chicken & More, Value Menu; Choice of Adding: Dipping Sauces",Entrees,292,g,860,54,53,39,295,18,18,13
White Castle,20 Chicken Rings,"20 Chicken Rings, Sides & Drinks",AppetizersSides,478,g,1760,158,41,58,368,33,9,12
Zaxby's,20 Chicken Wings,"20 Chicken Wings w/out Sauce, for Buffalo Wings, Wings & Fingerz",AppetizersSides,472,g,1160,76,0,120,246,16,0,25
Checker's Drive-In/Rallys,"20 Chicken Wings, Angry Buffalo","20 Chicken Wings, Angry Buffalo, Chicken & Fish, Crazy Good Wings",AppetizersSides,,,1420,91,13,137,,,,
Checker's Drive-In/Rallys,"20 Chicken Wings, Plain","20 Chicken Wings, Plain, Chicken & Fish",AppetizersSides,,,1380,89,8,136,,,,
Hooters,20 Daytona Wings,"20 Daytona Wings, Wings; Choice of Adding: Dressing",AppetizersSides,,,2680,149,203,136,,,,
Ci Ci's Pizza,20 Garlic Parmesan Wings,"20 Garlic Parmesan Wings, Wings",AppetizersSides,2,oz,270,18,5,19,476,32,9,34
Checker's Drive-In/Rallys,20 Garlic Parmesan Wings,"20 Garlic Parmesan Wings, also called 20 Chicken Wings, Garlic Parmesan, Chicken & Fish, Crazy Good Wings",AppetizersSides,,,2030,158,13,139,,,,
Carl's Jr.,20 Hand Breaded Chicken Tenders,"20 Hand Breaded Chicken Tenders, Chicken & More, Chicken & Other Choices; Choice of Adding: Honey Mustard Dipping Sauce, Buttermilk Ranch Dipping Sauce or Sweet & Bold BBQ Dipping Sauce",Entrees,213,g,440,21,21,41,207,10,10,19
Checker's Drive-In/Rallys,20 Honey BBQ Wings,"20 Honey BBQ Wings, also called 20 Chicken Wings, Honey BBQ, Chicken & Fish, Crazy Good Wings",AppetizersSides,,,1690,89,76,138,,,,
Ci Ci's Pizza,20 Hot Buffalo Wings,"20 Hot Buffalo Wings, Wings",AppetizersSides,2,oz,210,13,4,19,370,23,7,34
Checker's Drive-In/Rallys,20 Medium Buffalo Wings,"20 Medium Buffalo Wings, also called 20 Chicken Wings, Medium Buffalo, Chicken & Fish, Crazy Good Wings",AppetizersSides,,,1410,91,10,137,,,,
Ci Ci's Pizza,20 Mild Buffalo Wings,"20 Mild Buffalo Wings, Wings",AppetizersSides,2,oz,215,13.5,3,19,379,24,5,34
Hooters,20 Naked Wings,"20 Naked Wings, Wings",AppetizersSides,,,1850,103,7,225,,,,
Hardee's,20 Piece Hand Breaded Chicken Tender Box,"20 Piece Hand Breaded Chicken Tender Box, Chicken & More, Hand Breaded Chicken; Choice of Adding: Honey Mustard, Buttermilk Ranch or Sweet Baby Ray's BBQ Sauce",Entrees,213,g,440,21,21,41,207,10,10,19
Hooters,24 Buffalo Shrimp,"24 Buffalo Shrimp, Appetizers",AppetizersSides,,,810,43,49,58,,,,
Captain D's,24 Steamed Shrimp,"24 Steamed Shrimp, Limited Time Offers",Entrees,,,490,31,8,40,,,,
Papa John's,24 Unsauced Roasted Wings,"24 Unsauced Roasted Wings, Papa's Wings & Poppers, Wings, Sides, Sides & Desserts, Ingredients; Choice of Adding: Dipping Sauce",AppetizersSides,871,g,2430,170,12,199,279,20,1,23
Papa John's,24 Wings w/ BBQ Sauce,"24 Wings w/ BBQ Sauce, Papa's Wings & Poppers, Wings, Sides; Choice of Adding: Dipping Sauce",AppetizersSides,871,g,2630,170,60,200,302,20,7,23
Papa John's,24 Wings w/ Buffalo Sauce,"24 Wings w/ Buffalo Sauce, Papa's Wings & Poppers, Wings, Sides; Choice of Adding: Dipping Sauce",AppetizersSides,871,g,2510,173,24,200,288,20,3,23
Papa John's,24 Wings w/ Honey Chipotle Sauce,"24 Wings w/ Honey Chipotle Sauce, Papa's Wings & Poppers, Wings, Sides; Choice of Adding: Dipping Sauce",AppetizersSides,871,g,2710,170,82,200,311,20,9,23
Sheetz,24/7 Club Deli Sandwich,"24/7 Club Deli Sandwich on Sourdough Bread w/ Bacon, Cheddar Cheese, Chef Combo, Fire Roasted Tomato Sauce, Mixed Greens & Tomato Slices, also called 24/7 Club, Deli Sandwichez, Recipe Deli Sandwiches, Subz & Sandwiches",Sandwiches,,,600,25,51,39,,,,
Chili's,3 All Natural Corn Tortillas,"3 All Natural Corn Tortillas, for Fajitas, Fajitas Served w/, Fajitas Mix & Match",ToppingsIngredients,,,150,1.5,30,3,,,,
Outback Steakhouse,3 Aussie Chicken Tacos,"3 Aussie Chicken Tacos w/ Crispy Slaw, Pico de Gallo, Melted Cheese, Herb Aioli & Aussie Fries, Forkless Features, Entrees, Lunch; Choice of Adding: 2 Sides",Sandwiches,,,1039,58,54.7,73,,,,
Outback Steakhouse,3 Aussie Fish Tacos,"3 Aussie Fish Tacos w/ Crispy Slaw, Pico de Gallo, Herb Aioli & Aussie Fries, Forkless Features, Entrees, Lunch; Choice of Adding: 2 Sides",Sandwiches,,,870,49.9,53.8,50.6,,,,
Outback Steakhouse,3 Aussie Steak Tacos,"3 Aussie Steak Tacos w/ Crispy Slaw, Pico de Gallo, Melted Cheese, Herb Aioli & Aussie Fries, Forkless Features, Entrees, Lunch; Choice of Adding: 2 Sides",Sandwiches,,,1122,71.1,54.1,65.5,,,,
On the Border,3 Avocado Slices,"3 Avocado Slices, Sides & Add Ons",AppetizersSides,,,60,6,4,1,,,,
IHOP,3 Bacon,"3 Bacon, for Ultimate Bacon & Sausage Combo, All You Can Eat Pancakes & Seasonal Offerings",AppetizersSides,,,130,9,1,11,,,,
Long John Silver's,3 Baked Shrimp,"3 Baked Shrimp, Alaskan Pollock & Seafood",Entrees,29,g,25,0,0,5,86,0,0,17
Long John Silver's,3 Battered Shrimp,"3 Battered Shrimp, Alaskan Pollock & Seafood",Entrees,39,g,100,7,5,6,256,18,13,15
Chili's,3 Beef Enchiladas,"3 Beef Enchiladas w/ Taco Seasoned Beef, 3 Cheese Blend, Ancho Chile Sauce, Cilantro & Corn & Black Bean Salsa w/out Sides, Fajitas & Enchiladas; Choice of: 2 Sides",Entrees,,,910,53,61,49,,,,
Popeyes,3 Blackened Tenders,"3 Blackened Tenders, Tenders, 200 Calories or Under",Entrees,113,g,170,2,2,26,150,2,2,23
Perkins,3 Blueberry Pancakes,"3 Blueberry Pancakes w/ Whole Blueberries, Powdered Sugar & Whipped Butter Blend, Breakfast",Entrees,269,g,560,26,71,8,208,10,26,3
Long John Silver's,3 Breaded Mozzarella Sticks,"3 Breaded Mozzarella Sticks, Sides",AppetizersSides,102,g,370,23,24,15,363,23,24,15
On the Border,3 Brisket Tacos,"3 Brisket Tacos on Flour Tortillas w/ Shredded Beef Brisket, Jack Cheese, Fried Onion Strings & Jalapeno BBQ Sauce, Border Smart, Tacos, Burritos y Chimis, Border Smart",Sandwiches,,,1320,50,154,62,,,,
Bob Evans,3 Buttermilk Hotcakes,"3 Buttermilk Hotcakes w/out Condiments, Griddle Items, Breakfast",Entrees,,,510,14,92,7,,,,
Perkins,"3 Buttermilk Pancakes, also called The Buttermilk Pancake Shortstack, 3 Pancakes","3 Buttermilk Pancakes w/ Whipped Butter Blend, also called The Buttermilk Pancake Shortstack, 3 Pancakes, Build A Breakfast, Breakfast, Perkins Perfect Platters",Entrees,243,g,540,26,66,8,222,11,27,3
Papa John's,3 Cheese Blend,"3 Cheese Blend w/ Provolone, Fontina & Asiago, Cheese, Create Your Own Pizza, Pizza, Cheeses, Ingredients",ToppingsIngredients,48,g,120,2,23,3,250,4,48,6
Taco Bell,"3 Cheese Blend, Extra, for Bacon Breakfast Quesadilla","3 Cheese Blend, Extra, for Bacon, Sausage or Steak Breakfast Quesadilla, Chicken or Steak, DoubleDilla, Chicken or Steak DoubleDilla w/ Chips & Salsa, Quesadilla, Breakfast, Specialties",ToppingsIngredients,,,380,28,6,26,,,,
Taco Bell,"3 Cheese Blend, for 7 Layer Burrito","3 Cheese Blend, for 7 Layer Burrito, Black Bean Burrito, Beefy Fritos Burrito, Beefy Nacho Loaded Griller, Cheesy Bean & Rice Burrito, Cheesy Potato Burrito, Chipotle Chicken Loaded Griller, Loaded Potato Griller, Beefy Fritos Burrito $ Cravings, Chicken or Steak Fresco Burrito Supreme, Sausage Flatbread Quesadilla, Veggie Power Menu Bowl or Burrito, Power Menu Bowl or Burrito, Regional Double Tostada, Regional Express Fiesta Taco Salad, Fiesta Taco Salad, Burritos, Dollar Cravings Menu, Fresco Menu, Morning Dollar Value Menu, Power Menu, Specialties",ToppingsIngredients,,,45,3.5,,3,,,,
Taco Bell,"3 Cheese Blend, Reg, for California Breakfast Crunchwrap","3 Cheese Blend, Reg, for California Breakfast Crunchwrap, Bacon, Sausage or Steak Cheesy Burrito Fresco Style, Steak Cheesy Burrito, Cheesy Burrito, Quesarito, Smothered Burrito, XXL Grilled Stuft Burrito, Cheese Roll Up, Cheesy Gordita Crunch, Cool Ranch, Nacho Cheese or Fiery Doritos Cheesy Gordita Crunch, Mexican Pizza, Breakfast, Burritos, Specialties",ToppingsIngredients,,,90,7,1,7,,,,
Qdoba,3 Cheese Queso,"3 Cheese Queso, Ingredients for Entrees, Ingredients for Kids Items, Kids & Adults Menu",ToppingsIngredients,57,g,90,8,3,3,158,14,5,5
Noodles & Company,"3 Cheesy Garlic Bread, Small","3 Cheesy Garlic Bread on Toasted Baguette w/ Parmesan & Garlic Butter, Italian Seasonings & Marinara Sauce, Extras & Desserts, Vegetarian, Small",Baked Goods,,,320,17,30,8,,,,
Chick-Fil-A,3 Chick n Minis,"3 Chick n Minis on Yeast Rolls w/ Chick Fil A Nuggets & Honey Butter, Breakfast",Sandwiches,,,270,11,29,15,,,,
Chick-Fil-A,3 Chick n Strips,"3 Chick n Strips, Entrees; Choice of Adding: Dipping Sauce",Entrees,,,350,17,22,28,,,,
Zaxby's,3 Chicken Fingers,"3 Chicken Fingers, for Big Zax Snak Meal, Chicken Finger Sandwich Meal, Kickin Chicken Sandwich Meal, Chicken Finger Nibbler Meal & Club Sandwich Basket, Most Popular",Entrees,106,g,230,11,8,26,217,10,8,25
Steak 'N Shake,3 Chicken Fingers,"3 Chicken Fingers, Breaded, Lunch & Dinner, Sandwiches, a la Carte, Sandwiches; Choice of: Honey Mustard, BBQ or Buffalo Sauce",Entrees,,,370,20,26,21,,,,
Panda Express,3 Chicken Potstickers,"3 Chicken Potstickers w/ Chicken, Cabbage & Onion, Appetizers",AppetizersSides,3.3,oz,160,6,20,6,171,6,21,6
Dairy Queen,3 Chicken Strips,"3 Chicken Strips, Chicken, Fresh Choice Salads & Wraps",Entrees,,,360,18,28,22,,,,
Carl's Jr.,3 Chicken Taquitos,"3 Chicken Taquitos w/ Lettuce, Pico de Gallo, Sour Cream & Cotija Cheese, Green Burrito",Entrees,159,g,410,28,34,21,258,18,21,13
IHOP,"3 Chocolate Chip Pancakes, Chocolate Version","3 Chocolate Chip Pancakes, Chocolate Version, Famous Pancake Flavors, All You Can Eat Pancakes & Seasonal Offerings",Entrees,,,480,17,74,14,,,,
IHOP,"3 Chocolate Chocolate Chip Pancakes, Buttermilk Version","3 Chocolate Chocolate Chip Pancakes, Buttermilk Version, Famous Pancake Flavors, All You Can Eat Pancakes & Seasonal Offerings; Choice of: Side",Entrees,,,470,17,71,13,,,,
Friendly's,3 Cinnamon Bun Pancakes,"3 Cinnamon Bun Pancakes w/ Cinnamon Sugar & Cinnamon Bun Icing, Off The Griddle, Breakfast: Choice of: Side",Entrees,,,965,35,154,6,,,,
Friendly's,3 Cinnamon Bun Pancakes w/ Pancake Syrup,"3 Cinnamon Bun Pancakes w/ Cinnamon Sugar, Cinnamon Bun Icing & Pancake Syrup, Off The Griddle, Breakfast",Entrees,,,1205,35,212,6,,,,
Red Robin,"3 Cluck A Doodles, Kids","3 Cluck A Doodles, Kids Entrees, Kids Menu; Choice of Adding: Apples, Carrots, Freckled Fruit Salad, Mandarin Oranges, Side Salad, Steak Fries or Steamed Broccoli",Entrees,,,540,29,38,30,,,,
On the Border,3 Corn Tortillas,"3 Corn Tortillas, Gluten Free, Sides & Add Ons, Vegetarian, Fajita Grill, Daily Specials, Wednesday, Lunch; Choice In: Fajita Sides & Condiments, Specialty Fajita, Classic Fajitas, Grilled Chicken Fajitas, Lunch Size Portion, Borders Best Lunch Chicken Fajitas, Borders Best Lunch Steak Fajitas",ToppingsIngredients,,,130,2.5,33,5,,,,
Panda Express,3 Cream Cheese Rangoon,"3 Cream Cheese Rangoon w/ Wonton Wrappers & Cream Cheese, Appetizers; Choice of Adding: Sweet & Sour Sauce",AppetizersSides,2.4,oz,190,8,24,5,279,12,35,7
Sheetz,3 Crispy Chicken Stripz,"3 Crispy Chicken Stripz, also called Chicken Strips, Stripz & Boneless Bitez, Chicken, Appetizers, Snacks & Sidez; Choice of Adding: BBQ Ranch Sauce, Boom Boom Sauce, Buffalo Ranch Sauce, Buffalo Sauce, Dr Pepper BBQ Sauce, Garlic Old Bay Sauce, Garlic Parmesan, Habanero Buffalo Sauce, Habanero Sauce, Old Bay or Spicy Asian Sauce",Entrees,,,330,11,39,20,,,,
Chipotle,3 Crispy Corn Tortillas,"3 Crispy Corn Tortillas, Tortillas, for Tacos",ToppingsIngredients,1.5,oz,210,8,31,3,494,19,73,7
On the Border,3 Dos XX Fish Tacos,"3 Dos XX Fish Tacos w/ Flour Tortillas, Dos XX Beer Battered Fish, Red Chile Sauce, Shredded Cabbage, Carrots, Mixed Cheese, Pico de Gallo & Mexican Rice, Tacos, Burritos y Chimis",Sandwiches,,,2030,13,153,52,,,,
IHOP,3 Double Blueberry Pancakes,"3 Double Blueberry Pancakes, Famous Pancake Flavors, All You Can Eat Pancakes & Seasonal Offerings",Entrees,,,480,12,81,12,,,,
Jack in the Box,3 Egg Rolls,"3 Egg Rolls w/ Diced Pork, Cabbage, Celery, Carrots, Onions & Spices, Snacks & Sides; Choice of Adding: Sweet & Sour Dipping Sauce",AppetizersSides,174,g,442,22,46,16,254,13,26,9
Bob Evans,3 Egg White Omelet,"3 Egg Omelet w/ Non Stick Aerosol Spray, Plain, Build Your Own Omelet, Breakfast",Entrees,,,90,2,2,17,,,,
Perkins,3 Egg Whites,"3 Egg Whites, Build Your Own Omelette, Breakfast",ToppingsIngredients,140,g,80,0,2,15,57,0,1,11
Bob Evans,3 Egg Whites,"3 Egg Whites, Any Way You Want Em Eggs, Breakfast, Farm Fresh Eggs",AppetizersSides,,,105,2,2,16,,,,
On the Border,3 Enchilada Suizas,"3 Enchilada Suizas Filled w/ Chicken Tinga, Jack Cheese & Topped w/ Tomatillo Cream Sauce, Melted Jack Cheese & Mexican Rice, Enchiladas; Choice of Adding: Beans",Entrees,,,950,44,102,47,,,,
Denny's,3 Flour Tortillas,"3 Flour Tortillas, Breakfast Sides",Baked Goods,,,260,8,40,7,,,,
Chili's,3 Flour Tortillas,"3 Flour Tortillas, for Fajitas, Fajitas Served w/",ToppingsIngredients,,,260,9,39,6,,,,
Burger King,3 French Toast Sticks,"3 French Toast Sticks, Breakfast; Choice of Adding: Sweet Syrup",Entrees,65,g,230,11,29,3,354,17,45,5
Bob Evans,3 Fried Eggs,"3 Fried Eggs, Any Way You Want Em Eggs, Breakfast, Farm Fresh Eggs",AppetizersSides,,,240,17,7,19,,,,
IHOP,3 Fried Eggs,"3 Fried Eggs, Eggs, for Big 3 Egg Breakfast, Sirloin Steak & Eggs, Sirloin Tips & Eggs, T Bone Steak & Eggs, Huevos Rancheros & Loco Moco, Corned Beef Hash & Eggs",AppetizersSides,,,250,18,2,20,,,,
On the Border,3 Grilled Mahi Tacos,"3 Grilled Mahi Tacos on Soft Corn Tortillas w/ Grilled Mahi, Creamy Red Chile Sauce, Shredded Cabbage & Carrots, Queso Fresco, Pico de Gallo & Mexican Rice w/out Beans, Tacos, Burritos y Chimis, Gluten Free",Sandwiches,,,1170,67,101,42,,,,
Frisch's Big Boy,3 Hand Breaded Chicken Breast Fillets,"3 Hand Breaded Chicken Breast Fillets, Poultry, Entree Only, Smaller Portions Lighter Prices, Dinners; Choice of Adding: 2 Sides & Dinner Roll",Entrees,,,225,9,15,21,,,,
Hardee's,3 Hand Breaded Chicken Tenders,"3 Hand Breaded Chicken Tenders, Chicken & More, Thickburgers & Sandwiches; Choice of: Honey Mustard, Buttermilk Ranch or Spicy & Bold BBQ Sauces",Entrees,128,g,260,13,13,25,203,10,10,20
Carl's Jr.,3 Hand Breaded Chicken Tenders,"3 Hand Breaded Chicken Tenders, Chicken & More; Choice of: Honey Mustard, Buttermilk Ranch or Sweet & Bold BBQ Dipping Sauces",Entrees,128,g,260,13,13,25,203,10,10,20
IHOP,3 Hard or Soft Boiled Eggs,"Eggs, for Big 3 Egg Breakfast, Sirloin Steak & Eggs, T Bone Steak & Eggs, 10 oz, T Bone Steak & Eggs, 12 oz, Corned Beef Hash & Eggs, Huevos Rancheros & Loco Moco, Corned Beef Hash & Eggs",AppetizersSides,,,230,16,2,19,,,,
Bob Evans,3 Hardwood Smoked Bacon Slices,"3 Hardwood Smoked Bacon Slices, Breakfast Meats, Sides, Breakfast",AppetizersSides,,,140,11,1,9,,,,
IHOP,3 Harvest Grain N Nut Pancakes,"3 Harvest Grain N Nut Pancakes, Famous Pancake Flavors, All You Can Eat Pancakes & Seasonal Offerings",Entrees,,,760,40,81,19,,,,
IHOP,3 Harvest Grain N Nut Pancakes w/ Blueberry Compote,"3 Harvest Grain N Nut Pancakes w/ Blueberry Compote, Famous Pancake Flavors, Made to Order Omelettes, All You Can Eat Pancakes & Seasonal Offerings; Choice in: Omelette Side Choices",Entrees,,,790,34,100,19,,,,
IHOP,3 Harvest Grain N Nut Pancakes w/ Raspberry,"3 Harvest Grain N Nut Pancakes w/ Raspberry, Pancake Flavors, Omelette Side Choices, Made to Order Omelettes, All You Can Eat Pancakes & Seasonal Offerings",Entrees,,,790,34,100,20,,,,
On the Border,3 Homemade Flour Tortillas,"3 Homemade Flour Tortillas, Fajita Grill, Specialty Fajitas, Fajita Sides & Condiments, Daily Specials, Wednesday, Sides & Add Ons, Lunch",ToppingsIngredients,,,360,11,55,8,,,,
PF Chang's,3 Jicama Kung Pao Chicken Tacos,"3 Jicama Kung Pao Chicken Tacos on Jicama Shell w/ Chicken, Fresno Peppers, Peanuts & Cucumbers, Street Fare, Main Menu, Lunch Pairings, Lunch, Starters & Small Plates, Hours of Happy",Sandwiches,,,370,24,17,21,,,,
PF Chang's,3 Jicama Lobster & Shrimp Street Tacos,"3 Jicama Lobster & Shrimp Street Tacos on Jicama Shell w/ Lobster, Shrimp, Red Onion & Fresno Peppers, Street Fare, Main Menu, Lunch Pairings, Lunch",Sandwiches,,,380,30,13,14,,,,
Perkins,3 Large Fresh Eggs,"3 Large Fresh Eggs, for Build Your Own Omelette, Tremendous Twelve, New York Steakhouse Omelet, Mushroom & Swiss Omelet, Mediterranean Smasher, Everything Smasher, The Farmers Omelet, The Everything Omelet, Mediterranean Omelet, Granny's Country Omelet & Bacon Spinach & Tomato Omelette, Breakfast, Fresh Cracked Classics, Great American Breakfasts, Specials, Great Plates, Smashers, 3 Egg Omelette",ToppingsIngredients,150,g,200,14,3,18,133,9,2,12
Little Caesars,3 Meat Treat Pizza,"3 Meat Treat Pizza w/ Pepperoni, Italian Sausage & Bacon, Optional Round Pizzas, Pizza",Pizza,1081,g,2680,131,250,128,248,12,23,12
Olive Garden,3 Meatballs,"3 Meatballs, Toppings, Cucina Mia, Dinner Entrees",ToppingsIngredients,,,420,28,11,31,,,,
Popeyes,3 Mild Tenders,"3 Mild Tenders, Tenders",Entrees,126,g,340,14,26,27,270,11,21,21
The Capital Grille,3 Mini Tenderloin Sandwiches,"3 Mini Tenderloin Sandwiches w/ Mushroom Duxelle & Herbed Cheese, Cocktail Plates to Share, Cocktail Time Menu",Sandwiches,,,750,41,50,46,,,,
